[ 2012-06-15T15:00:48+08:00 ] /me/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T17:44:47+08:00 ] /me/user/login.html | INFO: Tag[ view_end ] --START--
[ 2012-06-15T17:44:47+08:00 ] /me/user/login.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.001664s ]
[ 2012-06-15T17:44:47+08:00 ] /me/user/login.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.001748s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Tag[ route_check ] --START--
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Run CheckRoute Behavior [ RunTime:0.002804s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.002950s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001640s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001727s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Tag[ view_template ] --START--
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Run LocationTemplate Behavior [ RunTime:0.002119s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.002235s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | NOTIC: [8] Undefined variable: arr_user 866129a8f339cbb52cb4cd629d729c5c.php 第 24 行.
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Run ParseTemplate Behavior [ RunTime:0.016399s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016485s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Run ContentReplace Behavior [ RunTime:0.003222s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Run TokenBuild Behavior [ RunTime:0.001455s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001323s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Run ShowRuntime Behavior [ RunTime:0.001763s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008080s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Tag[ view_end ] --START--
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.001501s ]
[ 2012-06-15T17:44:55+08:00 ] /me/user/login.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.001594s ]
[ 2012-06-15T17:44:56+08:00 ] /me/message/t | INFO: Tag[ route_check ] --START--
[ 2012-06-15T17:44:56+08:00 ] /me/message/t | INFO: Run CheckRoute Behavior [ RunTime:0.001813s ]
[ 2012-06-15T17:44:56+08:00 ] /me/message/t | INFO: Tag[ route_check ] --END-- [ RunTime:0.001965s ]
[ 2012-06-15T17:44:56+08:00 ] /me/message/t | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T17:44:56+08:00 ] /me/message/t | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001769s ]
[ 2012-06-15T17:44:56+08:00 ] /me/message/t | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001860s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Tag[ route_check ] --START--
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Run CheckRoute Behavior [ RunTime:0.004250s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.004431s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001695s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001776s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Tag[ view_template ] --START--
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Run LocationTemplate Behavior [ RunTime:0.002288s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.002409s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | NOTIC: [8] Undefined variable: arr_user 866129a8f339cbb52cb4cd629d729c5c.php 第 24 行.
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Run ParseTemplate Behavior [ RunTime:0.023682s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023776s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Run ContentReplace Behavior [ RunTime:0.002038s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Run TokenBuild Behavior [ RunTime:0.002069s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003114s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Run ShowRuntime Behavior [ RunTime:0.001941s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.009479s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Tag[ view_end ] --START--
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.003729s ]
[ 2012-06-15T17:47:04+08:00 ] /me/user/login.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.003830s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Tag[ route_check ] --START--
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Run CheckRoute Behavior [ RunTime:0.002511s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.002643s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001670s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001747s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Tag[ view_template ] --START--
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Run LocationTemplate Behavior [ RunTime:0.002482s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.002588s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | NOTIC: [8] Undefined variable: arr_user 866129a8f339cbb52cb4cd629d729c5c.php 第 24 行.
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Run ParseTemplate Behavior [ RunTime:0.018840s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018920s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Run ContentReplace Behavior [ RunTime:0.001741s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Run TokenBuild Behavior [ RunTime:0.002908s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001717s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Run ShowRuntime Behavior [ RunTime:0.002037s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008717s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Tag[ view_end ] --START--
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.001623s ]
[ 2012-06-15T17:49:11+08:00 ] /me/user/login.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.001704s ]
[ 2012-06-15T17:49:32+08:00 ] /me/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T17:49:32+08:00 ] /me/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001852s ]
[ 2012-06-15T17:49:32+08:00 ] /me/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001986s ]
[ 2012-06-15T17:49:32+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_user` [ RunTime:0.006738s ]
[ 2012-06-15T17:49:32+08:00 ] /me/ | SQL: SELECT * FROM `my_user` WHERE ( `username` = 'xiaowei' ) AND ( `password` = 'c1efefc7c4396e847ee947cc033f55a8' ) LIMIT 1   [ RunTime:0.000498s ]
[ 2012-06-15T17:49:32+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_catalog` [ RunTime:0.005813s ]
[ 2012-06-15T17:49:32+08:00 ] /me/ | SQL: SELECT * FROM `my_catalog` WHERE pid='1' ORDER BY sequence  [ RunTime:0.000741s ]
[ 2012-06-15T17:49:32+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_article` [ RunTime:0.006295s ]
[ 2012-06-15T17:49:32+08:00 ] /me/ | NOTIC: [8] Undefined index: id HomeAction.class.php 第 13 行.
[ 2012-06-15T17:49:32+08:00 ] /me/ | NOTIC: [8] Undefined variable: data HomeAction.class.php 第 15 行.
[ 2012-06-15T17:49:32+08:00 ] /me/ | SQL: SELECT * FROM `my_article` ORDER BY create_time desc LIMIT 3   [ RunTime:0.000478s ]
[ 2012-06-15T17:49:32+08:00 ] /me/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T17:49:32+08:00 ] /me/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003041s ]
[ 2012-06-15T17:49:32+08:00 ] /me/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003137s ]
[ 2012-06-15T17:49:32+08:00 ] /me/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T17:49:33+08:00 ] /me/ | INFO: Run ParseTemplate Behavior [ RunTime:0.026663s ]
[ 2012-06-15T17:49:33+08:00 ] /me/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.026767s ]
[ 2012-06-15T17:49:33+08:00 ] /me/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T17:49:33+08:00 ] /me/ | INFO: Run ContentReplace Behavior [ RunTime:0.001757s ]
[ 2012-06-15T17:49:33+08:00 ] /me/ | INFO: Run TokenBuild Behavior [ RunTime:0.001703s ]
[ 2012-06-15T17:49:33+08:00 ] /me/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001495s ]
[ 2012-06-15T17:49:33+08:00 ] /me/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001899s ]
[ 2012-06-15T17:49:33+08:00 ] /me/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007132s ]
[ 2012-06-15T17:49:33+08:00 ] /me/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T17:49:33+08:00 ] /me/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001898s ]
[ 2012-06-15T17:49:33+08:00 ] /me/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001997s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.005231s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.005434s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.012697s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.012832s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003999s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.004168s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.101306s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.101394s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.002038s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.003657s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003925s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001555s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.011510s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.092690s ]
[ 2012-06-15T17:50:27+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.092828s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.002640s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002784s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001881s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001970s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002358s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002463s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.067648s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.067732s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.006839s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.001868s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001974s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001894s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.012851s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002108s ]
[ 2012-06-15T17:58:49+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002211s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.003569s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.003766s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003945s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004047s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003144s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003264s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.131947s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.132069s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.003355s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.002199s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003487s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002236s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.011598s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002226s ]
[ 2012-06-15T18:04:26+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002336s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ route_check ] --START--
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Run CheckRoute Behavior [ RunTime:0.002360s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002505s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001307s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001390s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | SQL: SHOW COLUMNS FROM `my_catalog` [ RunTime:0.005770s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | SQL: SELECT * FROM `my_catalog` WHERE pid='1' ORDER BY sequence  [ RunTime:0.002882s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | SQL: SHOW COLUMNS FROM `my_article` [ RunTime:0.006068s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | SQL: SELECT * FROM `my_article` WHERE id='1' LIMIT 1   [ RunTime:0.000422s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | SQL: SELECT COUNT(id) AS num, `year_month` FROM my_article  GROUP BY `year_month` ORDER BY `year_month` DESC [ RunTime:0.000296s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_template ] --START--
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Run LocationTemplate Behavior [ RunTime:0.002829s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002930s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Run ParseTemplate Behavior [ RunTime:0.035525s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.035626s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Run ContentReplace Behavior [ RunTime:0.001975s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Run TokenBuild Behavior [ RunTime:0.001692s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001319s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Run ShowRuntime Behavior [ RunTime:0.001154s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006381s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_end ] --START--
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001151s ]
[ 2012-06-15T18:04:33+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001231s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.002575s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002726s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001463s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001564s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002019s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002137s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.020100s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020199s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.002978s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.001753s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001348s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001306s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007650s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003105s ]
[ 2012-06-15T18:04:37+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003229s ]
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.002667s ]
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002830s ]
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001623s ]
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001701s ]
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002623s ]
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002734s ]
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.020872s ]
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020955s ]
[ 2012-06-15T18:05:46+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
